Engine: China DJI 2212-920kv
Engine weight (EW): 50 g
Propeller: Gemfan 9047 DJI hub
Accumulator: 3S
PWM;U (V);I (A);P (W);Thrust (g);E (g/W);T-EW (g);Eabs (g/W)
1000;0,0;0,0;0,0;0;0,0;-50;0,0
1100;0,0;0,0;0,0;0;0,0;-50;0,0
1200;0,0;0,0;0,0;0;0,0;-50;0,0
